Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
M,0,1,0,180000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,44,23,3,10,1
M,0,1,0,180000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,44,23,3,10,1
M,0,1,0,180000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,44,23,3,10,1
M,0,1,0,180000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,44,23,3,10,1
F,1,1,1,202500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Accountants   ",2,39,6,0,9,1
F,1,1,1,202500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Accountants   ",2,39,6,0,9,1
F,1,1,1,202500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Accountants   ",2,39,6,0,9,1
F,1,1,0,112500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,43,1,0,21,1
F,1,1,0,112500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,43,1,0,21,1
F,1,1,0,112500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,43,1,0,21,1
F,0,1,1,76500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Medicine staff,3,44,25,0,4,1
F,0,1,1,76500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Medicine staff,3,44,25,0,4,1
F,0,1,1,76500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Medicine staff,3,44,25,0,4,1
F,0,1,1,76500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Medicine staff,3,44,25,0,4,1
F,0,1,1,76500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Medicine staff,3,44,25,0,4,1
F,0,1,1,76500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Medicine staff,3,44,25,0,4,1
F,0,0,1,45000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Sales staff   ",3,31,2,0,11,1
F,0,0,1,45000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Sales staff   ",3,31,2,0,11,1
F,0,0,1,45000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Sales staff   ",3,31,2,0,10,1
F,1,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",3,38,5,0,2,1
F,1,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",3,38,5,0,2,1
F,1,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",3,38,5,0,2,1
F,1,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",3,38,5,0,2,1
F,1,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",3,38,5,0,2,1
F,1,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",3,38,5,0,1,1
F,1,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",3,38,5,0,2,1
F,0,1,1,270000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,58,11,0,20,1
F,0,1,1,270000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,58,11,0,20,1
F,0,1,1,270000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,58,11,0,20,1
F,0,1,2,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,38,9,0,15,1
F,0,1,2,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,38,9,0,15,1
F,0,1,2,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,38,9,0,15,1
F,0,1,2,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,38,9,0,8,1
F,0,1,0,112500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Secretaries   ",1,43,7,0,26,1
F,0,1,0,112500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Secretaries   ",1,43,7,0,26,1
F,0,0,0,90000,Commercial associate,"Higher education    ","Married ","With parents  ",1,1,0,0,"Core staff    ",2,27,4,1,17,1
F,0,1,0,67500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Medicine staff,1,49,26,1,13,1
F,0,1,0,67500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Medicine staff,1,49,26,1,13,1
F,1,1,0,360000,Commercial associate,"Incomplete higher   ",Civil marriage,"House / apartment   ",1,0,0,0,Managers,2,44,5,0,16,1
F,1,1,0,270000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,61,35,5,8,1
F,1,1,0,270000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,61,35,5,8,1
F,1,1,0,270000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,61,35,5,8,1
F,1,1,0,270000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,61,35,5,8,1
F,1,1,0,270000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,61,35,5,8,1
F,1,1,0,270000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,61,35,5,8,1
M,0,1,1,202500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Managers,3,46,20,0,34,1
F,0,1,0,157500,Commercial associate,"Secondary / secondary special   ","Widow   ","House / apartment   ",1,0,0,0,"Private service staff     ",1,46,8,0,3,1
F,0,1,0,157500,Commercial associate,"Secondary / secondary special   ","Widow   ","House / apartment   ",1,0,0,0,"Private service staff     ",1,46,8,0,3,1
M,1,1,0,176400,Commercial associate,"Higher education    ","Married ","Rented apartment    ",1,1,1,0,"Sales staff   ",2,27,1,0,4,1
M,1,1,0,176400,Commercial associate,"Higher education    ","Married ","Rented apartment    ",1,1,1,0,"Sales staff   ",2,27,1,0,4,1
M,1,1,0,176400,Commercial associate,"Higher education    ","Married ","Rented apartment    ",1,1,1,0,"Sales staff   ",2,27,1,0,4,1
M,1,1,0,176400,Commercial associate,"Higher education    ","Married ","Rented apartment    ",1,1,1,0,"Sales staff   ",2,27,1,0,4,1
M,1,1,0,176400,Commercial associate,"Higher education    ","Married ","Rented apartment    ",1,1,1,0,"Sales staff   ",2,27,1,0,4,1
M,1,1,0,176400,Commercial associate,"Higher education    ","Married ","Rented apartment    ",1,1,1,0,"Sales staff   ",2,27,1,0,4,1
F,0,1,0,90000,"Working ","Secondary / secondary special   ","Widow   ","House / apartment   ",1,0,0,0,"Cooking staff ",1,49,5,0,9,1
F,0,1,0,90000,"Working ","Secondary / secondary special   ","Widow   ","House / apartment   ",1,0,0,0,"Cooking staff ",1,49,5,0,9,1
F,0,1,0,90000,"Working ","Secondary / secondary special   ","Widow   ","House / apartment   ",1,0,0,0,"Cooking staff ",1,49,5,0,9,1
F,0,1,1,76500,"Working ","Incomplete higher   ","Married ","With parents  ",1,0,0,0,"Sales staff   ",3,30,3,0,7,1
M,1,1,0,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"High skill tech staff     ",2,59,6,0,2,1
M,1,1,0,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"High skill tech staff     ",2,59,6,0,1,1
M,1,1,0,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"High skill tech staff     ",2,59,6,0,2,1
M,1,1,0,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"High skill tech staff     ",2,59,6,0,2,1
M,1,1,0,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"High skill tech staff     ",2,59,6,0,8,1
M,1,1,0,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"High skill tech staff     ",2,59,6,0,2,1
M,0,1,0,135000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,0,0,Laborers,1,48,7,0,21,1
M,0,1,0,135000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,0,0,Laborers,1,48,7,0,3,1
M,0,1,0,135000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,0,0,Laborers,1,48,7,0,4,1
M,0,1,0,135000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,0,0,Laborers,1,48,7,0,21,1
M,0,1,0,135000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,0,0,Laborers,1,48,7,0,3,1
M,0,0,0,166500,"Working ","Incomplete higher   ",Single / not married,"Municipal apartment ",1,0,0,0,"Cooking staff ",1,36,1,0,7,1
M,0,0,0,166500,"Working ","Incomplete higher   ",Single / not married,"Municipal apartment ",1,0,0,0,"Cooking staff ",1,36,1,1,35,1
F,0,1,1,157500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,0,0,Cleaning staff,3,31,2,2,6,1
F,0,1,1,157500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,0,0,Cleaning staff,3,31,2,0,2,1
M,1,1,0,261000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,Managers,2,44,5,0,48,1
M,1,1,0,261000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,Managers,2,44,5,0,32,1
M,1,1,0,261000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,Managers,2,44,5,0,23,1
M,1,1,0,261000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,Managers,2,44,5,0,16,1
M,1,1,0,261000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,Managers,2,44,5,0,20,1
M,1,1,0,261000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,Managers,2,44,5,0,48,1
M,1,1,0,261000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,Managers,2,44,5,0,47,1
M,1,1,0,261000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,Managers,2,44,5,1,30,1
M,1,1,0,261000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,Managers,2,44,5,1,44,1
M,1,1,0,261000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,Managers,2,44,5,0,16,1
M,1,1,0,261000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,Managers,2,44,5,2,5,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,10,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,10,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,10,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,10,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,10,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,10,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,10,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,10,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,14,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,12,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,10,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,19,1
F,0,1,1,126000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Cleaning staff,3,32,4,0,10,1
F,0,1,2,337500,Commercial associate,"Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"Sales staff   ",3,32,7,0,60,1
F,0,1,2,337500,Commercial associate,"Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"Sales staff   ",3,32,7,0,50,1
F,0,1,2,337500,Commercial associate,"Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"Sales staff   ",3,32,7,0,18,1
F,1,1,2,180000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,4,37,4,1,28,1
M,1,0,0,270000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,HR staff,1,27,5,1,35,1
M,1,1,0,135000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,37,2,1,44,1
M,1,0,0,76500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Drivers ",2,29,4,0,4,1
M,0,0,1,135000,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,0,0,Laborers,3,40,19,5,35,1
M,0,0,1,135000,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,0,0,Laborers,3,40,19,5,35,1
M,0,0,1,135000,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,0,0,Laborers,3,40,19,5,22,1
M,0,0,1,135000,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,0,0,Laborers,3,40,19,0,27,1
M,0,1,0,144000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"Sales staff   ",1,24,2,0,12,1
M,1,1,0,112500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,48,4,0,15,1
F,1,1,0,247500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,53,16,0,9,1
F,1,1,0,247500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,53,16,0,29,1
F,1,1,0,247500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,53,16,0,9,1
F,1,1,0,247500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,53,16,0,7,1
F,1,1,0,247500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,53,16,0,25,1
F,1,1,0,247500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,53,16,0,25,1
F,1,1,0,247500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,53,16,0,17,1
F,1,1,0,247500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,53,16,0,7,1
M,1,0,2,180000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Drivers ",4,40,12,0,37,1
M,1,0,2,180000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Drivers ",1,40,12,3,33,1
F,0,0,1,162000,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,1,1,0,"Sales staff   ",3,42,7,0,21,1
F,0,0,1,162000,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,1,1,0,"Sales staff   ",3,42,7,0,13,1
F,0,0,1,162000,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,1,1,0,"Sales staff   ",3,42,7,0,13,1
F,1,1,0,180000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,2,23,2,1,4,1
F,0,0,0,270000,"Working ","Higher education    ",Single / not married,"Rented apartment    ",1,1,0,0,Medicine staff,1,38,6,2,47,1
F,0,0,0,270000,"Working ","Higher education    ",Single / not married,"Rented apartment    ",1,1,0,0,Medicine staff,1,38,6,0,13,1
F,0,0,0,270000,"Working ","Higher education    ",Single / not married,"Rented apartment    ",1,1,0,0,Medicine staff,1,38,6,0,13,1
F,0,1,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,1,"Accountants   ",2,38,1,0,33,1
F,0,1,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,1,"Accountants   ",2,38,1,0,33,1
F,0,1,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,1,"Accountants   ",2,38,1,0,33,1
F,0,1,0,315000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,37,4,0,5,1
F,0,1,1,72000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"High skill tech staff     ",3,35,2,1,8,1
F,0,0,1,72000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"High skill tech staff     ",3,35,2,2,10,1
M,0,1,2,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Drivers ",4,49,4,7,39,1
F,0,1,0,202500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"High skill tech staff     ",2,41,2,0,15,1
F,0,1,0,202500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"High skill tech staff     ",2,41,2,0,7,1
F,0,1,0,180000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,1,1,0,"Secretaries   ",1,26,5,2,14,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,30,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,27,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,38,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,12,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,12,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,12,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,12,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,30,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,1,41,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,14,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,14,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,16,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,30,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,26,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,23,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,12,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,12,1
M,1,0,2,225000,"State servant ","Higher education    ","Married ","With parents  ",1,0,0,0,"High skill tech staff     ",4,30,5,0,11,1
M,1,0,1,180000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,41,3,1,16,1
M,1,0,1,180000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,41,3,1,25,1
M,1,0,1,180000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,41,3,1,51,1
F,0,1,0,99000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Sales staff   ",2,52,11,0,51,1
F,0,1,0,99000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Sales staff   ",2,52,11,0,51,1
F,0,1,0,99000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Sales staff   ",2,52,11,0,3,1
F,0,1,0,99000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Sales staff   ",2,52,11,0,38,1
F,0,1,3,157500,"Working ","Secondary / secondary special   ","Separated     ","House / apartment   ",1,0,0,0,"Cooking staff ",4,29,3,0,15,1
F,0,1,3,157500,"Working ","Secondary / secondary special   ","Separated     ","House / apartment   ",1,0,0,0,"Cooking staff ",4,29,3,1,12,1
M,1,1,1,360000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,43,4,0,26,1
M,1,1,1,360000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,43,4,0,61,1
M,1,1,1,360000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,43,4,0,55,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,5,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,28,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,48,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,13,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,5,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,17,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,5,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,17,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,17,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,5,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,5,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,17,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Medicine staff,3,40,7,0,6,1
F,0,1,1,157500,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,1,0,0,"Core staff    ",3,29,1,0,14,1
F,0,1,1,157500,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,1,0,0,"Core staff    ",3,29,1,0,14,1
M,1,1,1,139500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Laborers,3,40,16,0,25,1
M,1,1,1,139500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Laborers,3,40,16,0,3,1
M,1,1,1,139500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Laborers,3,40,16,0,51,1
M,1,1,1,139500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Laborers,3,40,16,0,50,1
M,1,1,1,139500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Laborers,3,40,16,0,39,1
M,1,1,1,139500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Laborers,3,40,16,0,12,1
M,1,1,1,139500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Laborers,3,40,16,0,18,1
M,1,1,1,139500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Laborers,3,40,16,0,12,1
M,1,1,1,139500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Laborers,3,40,16,0,1,1
M,1,1,0,180000,"State servant ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Core staff    ",1,24,3,0,9,1
M,1,1,0,180000,"State servant ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Core staff    ",1,24,3,0,9,1
M,1,1,0,180000,"State servant ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Core staff    ",1,24,3,0,9,1
F,0,1,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Managers,2,40,13,0,11,1
F,0,1,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Managers,2,40,13,0,9,1
F,0,1,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Managers,2,40,13,0,8,1
F,0,1,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Managers,2,40,13,0,11,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Medicine staff,3,35,15,0,42,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Medicine staff,3,35,15,0,8,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Medicine staff,3,35,15,0,8,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Medicine staff,3,35,15,0,27,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Medicine staff,3,35,15,0,57,1
F,0,1,1,270000,"State servant ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Medicine staff,3,35,15,0,9,1
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,3,38,8,0,11,1
